,score
1701,3
4155,2
33657,0
1329,53
32518,0
36233,82
28619,1
12900,830
6470,1
12609,1
21129,2
12895,109
20778,0
15693,3
15997,0
34575,83
6205,0
4309,3
23311,11
30374,1
32973,151
4744,9
19510,1676
34326,145
25885,16
17243,2
2940,43
21482,217
2853,3
15425,8
19576,260
10960,348
35070,10
10184,43
13793,7
1716,35
36218,3
6158,2
3856,14
35689,0
14119,19
13133,6
15528,4
5051,6
16462,1
1591,6
9515,4
29959,1
32641,67
30796,1
4125,3
34203,13
19650,0
19032,87
35998,1
35648,5
11420,1
11076,13
32256,2
10426,1
21066,14
22128,3
21455,1685
20998,12
16121,3
30081,0
32619,11
14492,8
36060,0
32644,0
1987,13
36183,49
6383,27
27623,26
17093,0
3431,3
12159,0
14158,4925
34304,1
29134,1
18471,0
34740,74
10086,24
10741,0
5775,0
22161,7
23164,0
23596,26
1925,0
7063,0
13758,17
2131,2
27092,10
16978,2
14572,62
4326,6
8166,6
7581,0
5929,3
25729,52
533,5
25080,0
7601,0
28325,5
18908,1
14307,1
10792,792
22806,540
19793,109
28723,1
28860,1
31476,1
25378,13
9643,1
33759,6
5416,1
23808,45
30594,1
27624,5
8763,10
29679,7
22130,7
20669,43
33314,7
10563,2
7710,1
5431,1
29721,0
17046,1
36381,7
9198,11
24659,23
9071,14
36377,0
13874,203
21405,14
23373,56
22856,0
118,11
20664,39
9528,13
34159,3
35177,1
15608,2
11214,0
13564,8
29435,0
12467,33
10606,10
24236,297
1305,5
32786,10
23944,32
33805,0
26144,83
15588,8
26060,8
35059,3
31215,1
3515,55
20107,29
25586,0
11722,58
28533,11
18202,2
25145,17
26432,518
19477,0
12643,0
2774,39
3616,7
13146,6
25438,12
21714,31
20874,24
5218,0
14958,897
10235,195
12058,8
1531,139
23350,229
31331,1
35254,8
1173,97
32466,0
3553,6
9372,16
31906,0
14155,926
15928,0
14587,8
21497,56
27321,11
9260,0
36477,1
13842,4
35732,0
3630,8
1166,150
34386,5
15456,4
29332,10
12954,4
6801,17
22420,117
18705,2
19226,3
1399,7
3256,140
34085,58
25953,6
24054,7
19880,1
29042,0
1555,17
14700,1
18405,3
18335,0
19022,25
26129,36
15267,56
7467,0
24441,34
25303,36
26285,0
19492,15
24276,6
20032,3
1127,21
23787,32
17681,1
14413,23
18378,0
29716,0
30611,0
25952,15
19264,1
25177,6
28455,339
5305,2
1053,5
11885,7
26663,34
9245,8
31706,1
11190,6
11736,0
36005,121
24076,6030
33539,59
24706,24
408,176
418,50
20020,0
29117,2
5971,0
19480,24
9044,0
5251,1
27934,12
31895,4
2730,1
27617,23
18494,1
11530,11
25742,0
8717,2
35772,3
25106,76
9486,6
3394,0
14697,53
7065,21
33933,13
19190,64
3464,44
2674,7
829,17
5869,22
8335,155
14365,69
23754,7
5634,0
16064,8
19164,87
28808,2
27672,6
790,3
6013,0
7009,1
28119,99
419,2
13357,20
1333,19
20653,21
16073,1
20204,10
17246,2
16753,1
18565,3
12998,93
17385,0
32413,1
6820,2
22697,8
26321,10
5760,10
28426,0
29102,1
21726,175
25129,14
5247,4
16641,2
3838,16
34902,1
11665,1
7374,1
23896,4
24701,11
16125,1
6736,16
3419,4
4233,8
1955,4
24410,29
18674,2
6529,3
32878,118
23735,62
25595,16
1277,1
15924,3
2227,100
24916,366
3554,7
5279,2
28073,8
938,7
11475,0
34106,10
28139,0
17979,2
21190,28
33868,3
19036,47
3028,2
11054,0
27944,12
19851,46
2456,11
30983,1
29665,1
18577,1
6652,9
25392,22
6070,1
28248,2
11209,13
24206,4
16552,1
22217,12
5226,2
7783,2
5773,4
26267,5
24043,4
2976,6
7829,1
32802,5
513,81
27212,0
4715,5
9304,2
33370,32
20050,205
16562,50
2933,0
28097,62
28212,17
33410,2
7900,41
12162,367
16237,7
28660,2
4385,61
20447,573
4295,48
6606,2
29415,1
16214,1
23530,3
14018,102
14253,106
26658,6
3088,2
9689,1
8577,1
16651,1
33428,4
36479,12
3336,1
21559,3
23996,155
2030,965
12297,5
33794,2
18982,2
27036,0
10327,215
20276,102
21212,33
24535,945
36519,47
30405,3
16627,4
14904,8
1268,25
20319,23
18735,4
22819,215
17075,19
11667,31
34099,3
16703,0
26237,15
29414,1
2668,0
11707,0
32072,0
7741,1
19971,82
20937,137
5742,3
24368,5
3540,4
14034,1
12382,6
861,37
11563,4
33528,30
3051,15
7191,2
16146,0
21910,33
30683,1
6063,3
19612,154
8573,0
33442,4
35686,3
2351,2
22664,66
13810,0
27658,260
35551,3
31956,0
1762,24
13270,627
27429,9
31213,1
6318,3
3888,3
29968,148
14174,19
166,0
25672,3
28050,0
14971,684
33344,2
8769,1
22977,30
8805,60
7202,7
33638,19
31692,1
4514,1
25281,2
785,1
7098,1
25546,680
17585,1
9097,3
31097,1
2576,38
20954,53
12206,1
23653,9
14662,287
27068,5
35991,3
13955,1
36114,4
13514,37
11113,0
16596,10
20271,66
15869,2
16625,2
25828,8
8877,6
27566,0
11,9
28347,5
4325,7
8173,0
10305,9
31320,2
15331,0
6613,9
16031,0
22042,0
14383,4
2014,47
19987,0
17824,1
13519,438
17568,1
3429,1
24861,12
23375,0
18279,1
32956,7
34644,4
26841,0
23738,14
1027,3
35906,4
30260,2
2326,62
3004,0
14249,12
27982,3
28359,27
27080,6
26754,3
13642,7
22484,273
25002,10
25163,6
22450,16
23143,9
4130,28
23130,34
8269,10
36061,491
8845,1
33601,5
31649,0
16280,8
7773,1
1126,2
1581,24
23695,314
9948,3
33726,1
7019,39
35139,1
26614,0
31064,0
16497,0
5446,12
21438,75
6141,36
29873,2
35291,3
2235,8
18364,1
35335,2
35441,3
4156,47
380,5
2000,13
21010,321
21252,16
7514,3
2692,6
2695,14
14210,8
4902,3
17809,1
3943,5
26261,11
6967,44
25527,6
26902,68
36494,1
27311,2
12807,61
33713,13
27691,89
29619,7
249,1
7610,20
18034,3
19819,16
16137,6
20147,9
7787,3
21535,11
34299,6
13863,2
19594,96
3984,2439
23725,238
16268,0
8142,1
30723,1
25399,8
17040,1
12839,1475
7588,1
23115,2
24635,2090
24951,15
11497,537
22177,1555
12961,18
33899,35
26159,0
20982,4
31264,0
15049,1
7351,45
8975,6
25233,32
34480,6
32588,15
25685,7
9471,1
35723,3
30170,1
25025,15
21912,93
13414,1781
24792,48
9535,18
4351,7
10520,112
19997,13
12218,291
25192,8
11304,0
7253,7
17206,1
23106,8
24443,570
3384,0
32018,0
23757,29
29925,0
15356,7
12014,0
15180,1
14082,7
10354,3
12057,9
28669,0
13503,3
11125,1
10290,26
5115,44
33163,7
4433,22
30071,8
23842,31
31884,1
8244,7
2983,11
5194,90
5604,2
8323,0
9883,3
26453,13
3181,0
31817,5
1152,0
28828,0
25789,19
26099,73
22433,23
4719,6
34623,45
7954,12
4876,2
21905,115
2134,2
532,12
29771,0
23523,2
9853,1
1830,5
5080,10
17335,64
14627,19
9405,3
32517,3
28245,10
2599,9
28800,3
29727,0
25718,0
9459,696
34890,3
23105,27
484,18
1015,9
1168,31
12085,44
30834,0
25237,91
18561,1
5036,3
16730,2
8984,6
11759,4
32519,0
28272,13
1306,3
8267,0
32990,4
34607,3
15949,1
12604,61
24148,21
26081,14
33880,25
7296,3
5669,1
26620,6
2446,333
34862,6
7649,0
19014,532
20996,12
402,23
29539,1
18144,2
13226,80
19052,456
17221,1
25683,6
27886,7
24847,31
13624,11
15389,1
23309,112
23635,114
32417,1
20657,58
629,5
35013,174
29597,1
33971,186
34962,6
26196,5
35875,8
16423,0
14318,0
31434,2
20277,0
34197,2
27283,3
14783,0
15730,1
9167,2
17620,0
32496,6
11750,10
15927,6
185,7
28185,0
18825,2
22353,187
7867,13
32827,0
15009,3
28075,86
24666,23
34635,3
16979,2
5622,8
8441,10
24310,8
29339,1
4973,9
260,54
24539,73
12781,10
1158,1
24664,1
10429,87
32683,0
3159,13
31052,1
16879,2
2701,3
24736,4
18819,2
28222,215
14176,1
12131,30
33179,106
33205,2
26208,5
34601,10
11996,32
31974,0
30153,0
32523,0
28228,86
20074,433
2249,43
2490,39
15402,1
15553,0
26298,0
23015,151
10939,4
11030,9
35483,11
32101,3
11448,374
23956,0
22400,31
26349,7
20018,13
31638,0
12841,0
26803,9
14652,47
20988,5
32178,0
19544,1
9295,5
4811,9
11183,10
33170,3
11457,3
22062,5
26202,4
15157,6
5268,2
13191,0
8977,2
18028,2
21752,61
31413,3
12092,12
12175,389
18884,1
9391,0
35904,9
19459,15
2981,33
12659,0
14525,4
26631,17
2277,7
33962,7
32113,3
24745,16
416,52
21053,7
11182,1934
35482,3
35658,12
25294,0
2146,15
12312,7
21659,33
2303,5
34079,7
3521,14
13695,0
18971,7
53,3
21195,53
23670,65
10852,22
15815,2
31708,1
10349,0
11959,1
3720,1600
5623,4
26779,8
3218,0
9164,0
2511,6
16681,3
16102,1
636,0
35099,3
32735,7
15599,1
18326,1
18170,3
8565,2
32639,13
32463,1
1790,4
2307,32
23250,18
17148,0
31437,0
16331,2
5890,8
7129,2
26975,17
35036,61
3119,3
15554,0
10671,10
26094,11
28274,7
34947,7
30318,1
25113,5
23608,606
22010,0
33453,6
17815,2
28606,3
27801,82
15369,1
35905,2
18212,1
33587,2
22660,53
27044,36
30804,5
6713,2
4888,0
19859,80
36224,0
7136,0
28786,1
32891,9
29888,0
23922,150
783,99
20141,221
781,13
12347,0
23888,6
12087,12
17015,1
4084,3
33891,118
29537,1
20174,434
36257,10
36222,4
21246,6
3038,266
2693,3
26914,165
17396,2
18953,0
28261,17
26303,9
19862,127
3704,35
32693,12
10806,0
32716,157
9387,6
19687,0
27923,8
30623,1
26868,15
26650,4
27723,39
20940,1
23027,19
17402,1
13442,1
28194,9
18626,5
34720,5
35206,3
36265,6
7981,5
11195,4
7338,1
666,5
1868,28
26076,33
3970,52
12446,3
36259,0
20506,39
10044,6
32317,14
12833,142
10483,12
28617,1
6989,8
21947,289
10268,5
36103,1
32309,0
30477,1
29194,1
4905,10
17643,1
15596,1
36121,7
27230,23
26534,12
12959,1
1668,4
16483,2
15621,2
7795,2
2039,9
14596,17
28254,21
27136,9
20058,402
8099,15
27228,11
28640,20
7441,15
19644,300
28125,27
28210,110
15469,0
558,7
18606,7
851,7
19483,6
7870,7
18141,3
20006,33
5002,4
11162,4
19348,4
12985,0
7252,1
22373,38
31143,1
29408,5
23079,138
17302,9
28323,36
19374,49
11944,3
29358,1
20869,4
20903,11
35171,9
383,35
556,4
33806,112
5757,1
21601,72
20305,492
20242,83
31592,1
28580,1
7732,1
28890,1
26490,22
29671,1
13494,26
27382,3
31057,0
32522,0
33791,4
5783,3
11228,67
1857,7
28573,1
22770,8
28094,0
16491,1
24932,1
33825,3
22967,8
13307,5
9011,3
23612,6
19738,534
5754,7
24978,316
20692,0
26295,13
25126,10
8494,57
28473,41
34189,4
15622,4
4875,83
17637,3
10380,0
2046,4
3333,10
4913,126
26513,7
29735,1
18402,1
2346,317
27741,25
8261,1
12570,1
3772,7
4874,5
25764,7
7198,4
33188,10
17961,0
16813,0
17672,2
16259,0
253,1
33988,0
29229,2
2493,22
19086,383
28509,314
11646,67
12862,10
20192,470
14484,0
35706,0
14371,22
11875,21
6249,2
34941,37
28740,0
11356,0
14721,4
26540,3
11446,3133
31729,3
9840,5
20728,6
15081,2
494,10
17494,4
21788,7
29635,0
19109,559
34854,0
18822,2
26637,30
24623,17
2026,0
36212,3
10668,278
18676,6
31184,0
29260,1
31570,0
24083,5
8857,1
8057,3
14737,3
5009,0
17970,1
32223,1
18981,0
12350,4
19337,0
3143,0
12268,13
33995,0
13962,1
24941,19
29037,8
18439,12
8783,0
4886,6
16960,5
29662,1
16407,1
8388,10
11973,0
19448,75
18207,0
14612,140
18027,2
35231,7
18395,3
30822,0
23577,14
3265,15
29910,1
32216,2
5519,12
35438,6
22811,797
5628,1
23600,0
36438,29
20064,0
18767,0
14357,1074
28246,14
25722,3
12770,6
18575,1
30305,1
4784,5
17922,1
27239,7
32444,1
9382,8
10742,49
13027,682
29054,6
28936,1
17249,1
2728,7
273,1
26215,9
15344,0
23360,25
12033,21
5569,1
25793,21
5158,1
35841,4
6192,17
25947,695
15610,0
32587,9
431,20
18304,1
13504,240
36356,34
20250,208
21423,164
28757,2
25919,30
17316,1
17827,17
14507,9
15481,1
24185,634
24883,11
639,12
28425,11
31594,1
13687,1
12282,20
28624,2
6133,0
4670,2
4533,12
11827,0
28356,1761
24575,0
16710,1
17030,19
33854,20
20215,14
17410,4
15598,24
7972,2
10217,15
2023,3
8594,3
14225,7
7853,4
34468,0
30669,0
10170,99
18024,2
34779,4
13325,0
18023,1
20365,389
5830,1
35598,0
23165,7
6969,1
35262,1
4511,1
24081,7
5237,6
5004,40
24295,728
25839,12
28518,1
28895,0
27752,458
8605,2
515,5
20612,8
4011,27
6422,4
11798,1
5558,13
6153,4
19235,29
9517,11
36013,0
10227,0
3170,4
1503,3
36193,5
30108,3
30021,2
1342,8
13635,4
19937,15
24590,42
2631,8
27272,1
11695,12
9884,105
34247,21
8711,12
19062,50
25921,12
24887,9
13033,2019
35777,2
31313,0
21427,15
11984,0
6776,3
27544,5
2720,12
22489,2
22532,25
13302,1
29160,1
21986,50
12741,96
33173,2
27034,14
6910,3
31398,1
18072,1
4667,3
3489,140
13837,14
23258,6
4069,19
15266,3
9934,1
4707,9
25204,268
14656,16
10303,4
34804,2
31281,0
3861,71
15086,2
1877,19
15155,6
21956,154
8982,4
6616,12
2107,2
22579,114
36283,3
21414,61
3916,5
12999,7
30051,9
18456,0
35644,68
7333,5
24708,7310
2860,9
14547,9
35628,19
19084,0
36164,6
33620,99
3284,3
23645,11
10098,567
21346,15
31168,3
32795,31
10669,10
29000,0
11675,0
26577,12
4041,299
10660,0
2101,3
21766,25
20536,2
5443,7
21456,0
27110,8
230,6
11302,2
32807,5
22875,3
25864,2
6549,0
9002,3
11790,11
14514,13
29849,2
9582,9
36034,1
5021,4
32765,981
22667,15
11873,8
34139,75
24331,22
22482,23
8155,9
21578,8
23959,38
9032,7
8278,1
31973,0
23181,278
33681,6
28847,5
1603,76
14890,0
11023,287
25262,5
1037,4
28083,27
25229,7
25156,11
30642,3
15287,0
1512,0
24872,17
13000,0
30515,1
26773,0
33252,2
13341,18
11651,2
27330,19
6103,2
36150,75
25609,706
30193,1
35662,27
13461,127
15563,1
13654,5
4657,10
25549,1
13012,9
24114,37
1888,4
26922,5
35656,3
25608,2
27245,4
33602,34
6502,2
14743,0
16679,1
16096,4
20730,3601
27265,4
22626,7030
3974,27
28051,34
19247,35
35108,12
12618,0
29837,1
20069,22
6678,21
35077,5
8502,20
33940,6
11008,86
23204,13
17592,8
31518,2
23841,29
18788,1
18047,3
15380,12
14366,5
25450,9
7827,4
4972,4
26466,8
34900,91
1922,13
7989,1
7203,6
4625,21
33185,0
7440,38
3664,10
36449,0
18853,1
17839,2
11309,189
78,5
34950,7
32558,69
2546,4
4248,10
8999,9
17029,62
30952,0
22009,27
12762,21
13636,32
3098,15
26260,13
32295,8
2496,5
3877,16
21152,1
22328,25
18274,5
9263,11
31262,3
3763,60
4581,0
21526,172
25937,131
24132,3
17225,2
12420,2
27928,18
24527,11
17967,0
4658,21
23845,3
20530,3
15363,2
13834,1435
11085,1
33046,4
16278,3
33208,4
9288,0
20688,82
9403,9
30302,1
33427,6
12261,0
3738,7
28982,0
11760,23
35016,1
1489,9
36536,4
12705,45
9409,2
17992,0
28231,25
5556,46
17578,0
22643,2
28872,1
23338,486
34616,15
9651,256
4452,4
5282,24
25803,131
2082,3
10256,4
10090,37
35180,340
8353,9
35243,1
22056,7
29483,3
32502,10
13350,6
21951,11
23591,9
22276,99
32999,0
27393,59
22796,0
13526,7
6307,17
13253,1
35618,18
28698,0
8251,24
9716,0
22670,21
23108,187
11340,12
35272,147
15802,2
1232,74
20838,62
23590,154
4572,15
23681,0
8113,0
34182,86
7343,91
10767,55
24225,110
25345,6
30251,3
422,5
33905,47
26855,4
23545,40
17303,0
12888,24
950,0
12445,0
11995,10
6424,3
8296,7
4440,100
28976,0
22097,39
7418,9
25431,65
1175,6
17741,1
16545,3
36125,3
29278,1
9404,0
30768,4
21123,26
1914,14
10477,3
30168,1
14913,2
27521,2251
5264,20
10633,32
25039,86
31648,0
27280,3
26271,2
30724,1
19864,343
31628,4
5449,1
27876,0
30905,1
2889,2
22547,9492
27771,2
2575,37
10565,12
8228,1
4828,38
21962,14
6113,2
12442,19
26813,5
2517,4
31117,0
26217,13
918,8
4481,8
36240,822
33156,4
93,31
30199,0
12652,7
10996,0
14795,0
13213,32
11370,66
35683,4
7722,7
26967,60
16477,8
25542,18
18269,1
15538,0
26702,11
25592,13
26484,28
19695,11
8908,6
14296,20
25650,11
30774,1
17141,1
27774,2
36250,7
158,5
20172,22
2300,0
36207,0
16838,1
1757,5
22148,23
8614,5
16892,2
33862,27
25814,13
30147,1
21101,79
31235,1
13965,7
31227,0
32701,62
36020,13
3306,164
23507,3
27177,28
2598,6
22094,0
29373,1
23201,22
20135,9
25356,4
34103,9
31667,0
12668,23
34782,4
11734,19
11160,762
1564,9
14947,3
7177,2
22144,19
25753,6
12651,0
643,3
36302,25
7317,201
1633,67
33679,1
10144,12
12874,37
22636,9
11977,0
28874,1
7394,2
8575,5
2229,81
9868,1
25959,3
17294,0
562,27
18433,1
11390,14
32832,2
20359,24
3491,36
7475,389
25641,0
15732,6
10803,3
34705,25
33478,7
33013,17
24194,1272
15813,1
372,4
9756,24
8146,11
33595,38
22313,25
2930,2
16736,1
17751,2
33104,9
30419,0
2915,34
5957,15
32974,5
32046,1
14305,1
21614,22
5156,20
20265,20
34353,4
25061,0
6942,0
6325,0
31140,1
12817,12
16166,1
1736,2
8035,6
18127,1
8854,1
14690,12
1607,7
17271,2
1247,77
20415,369
12802,14
32166,283
32714,1
20968,6
16566,5
3981,24
3829,48
34223,13
20784,0
852,2
34287,81
19984,86
22539,30
9137,7
22451,26
3300,82
13661,0
17630,1
12936,4
23995,8
33549,22
12213,1
9448,0
8866,9
24849,5
4840,138
32402,0
14537,6
36022,2
12418,6
13057,14
9520,6
3913,12
28878,1
4477,6
16008,4
12512,3
27552,139
936,62
20315,81
7871,1
10187,327
2106,21
4423,441
27759,8
8509,0
23202,766
27926,7
7636,4
24154,289
13389,0
14195,0
33570,82
34965,3
5274,0
20459,18
19165,174
10686,0
30266,2
22197,202
17204,3
12144,9
35018,0
15670,3
12557,3
34952,1
33240,3
29180,1
26220,6
28693,1
28835,2
15332,15
1505,15
21571,20
27161,4
16577,25
15799,1
4663,11
20638,0
26116,9
23443,21
26509,7
12018,90
7536,1
11580,6
25811,8
3270,48
1940,0
34037,22
5296,13
14822,0
35071,43
18803,1
15562,7
1479,1
36306,7
27591,3
8433,1
17345,4
13148,0
7603,13
19533,10
17185,0
25584,2
16153,4
26912,102
30387,2
22402,2
33535,8
24096,660
3329,0
28647,1
2340,6
31150,3
26305,2
22158,90
22200,19
4621,5
31746,0
5657,5
1742,0
14804,6
13979,76
17248,1
7456,6
2627,88
25757,8
28701,0
28672,1
24698,12
28317,17
9054,5
25179,0
27126,45
28865,2
33637,26
2333,4
36425,35
28234,18
18601,17
10213,4
33970,1
19263,675
28549,135
22470,14
6368,1
7093,9
28469,1
34272,65
17780,0
16117,4
12997,14
5951,1
10677,0
7454,1
20373,2
16154,3
6691,6
14001,6
31979,1
17606,1
12362,70
33787,221
19345,0
20478,73
4256,8
17370,3
9153,3
7426,0
36144,8
19416,7
14115,0
31617,2
16560,0
10348,0
212,51
28237,8
12656,11
19466,6
6185,3
1537,1
12940,555
15306,4
26748,3
11325,29
28076,64
11878,26
34843,1
17884,82
23854,42
32455,3
1325,42
9814,2
30640,2
28304,56
29316,6
33936,10
22909,20
25800,25
8757,19
3682,5
6554,0
27214,4
15172,2
4677,2
18943,1
33195,1
29220,2
9652,3
36383,9
34049,20
34199,0
11372,33
5424,6
34173,3
36527,0
29718,6
32532,28
18298,1
1295,0
6602,3
7175,49
20636,19
30598,0
6754,3
32475,1
4631,12
9317,6
24494,0
25653,7
13556,0
32324,0
34818,6
32287,1
30586,1
26796,40
26934,0
5243,3
36142,3
15593,0
27399,12
9415,6
5162,5
23730,290
10149,7
10311,479
1308,11
7577,5
20624,0
4032,35
23868,9
13140,7
8194,2
27206,10
18093,1
23578,137
2170,2
27916,5
9921,5
28831,1
20255,2087
25351,32
14705,2
12199,831
17273,4
19493,131
2672,8
14003,9
8141,11
2624,2
8918,0
19455,18
701,1
13549,0
14293,9
11510,9
31678,21
19361,120
22739,10
6907,0
12310,21
26872,12
23595,91
5696,4
33774,0
12373,0
17021,2
18869,1
4414,125
23347,7
10432,0
4873,5
16381,0
11950,0
20960,20
8665,0
30038,0
35605,0
19614,879
11947,25
19668,735
10535,0
1046,2
10155,0
8612,4
1808,0
33440,1
28421,5
1640,5
18817,6
30758,0
20290,0
34608,11
20716,1
31217,2
14491,13
20355,0
13871,7
13824,0
30137,7
3031,9
20489,238
20542,3
21170,23
29200,42
36161,83
24892,13
34651,11
8202,1
5291,1
8799,11
26175,23
31415,2
17558,2
14308,0
35114,0
8546,17
27029,42
3702,6
14028,28
557,6
2565,19
36156,1
203,17
27811,9
14093,10
9783,1
5052,9
16502,8
17959,2
6948,4
25444,58
14952,12
21779,11
9402,1
23927,265
7421,3
26592,24
16687,3
28768,3
23146,225
34882,1
32677,13
242,11
15870,2
27390,110
14453,13
21096,9
11969,0
6462,1
9363,6
33141,0
31942,1
21617,669
31557,2
3106,2
2535,8
33633,8
19092,18
19744,24
14989,8
6545,0
36497,3
35404,0
650,11
6378,1
30409,1
35918,3
22671,339
2395,0
31779,3
800,17
15000,0
30109,1
19355,639
2334,7
29244,3
20843,6
16142,2
13694,4
22678,0
27006,14
9045,1
34437,136
15026,1
1600,8
33692,74
14712,0
9670,2
27861,3
5196,10
22733,18
7189,0
16307,0
33566,28
12603,17
14991,20
13688,12
32243,2
22524,281
1754,4
5995,9
28843,2
32351,5
32537,2
32971,7
21770,210
3773,1740
11664,13
31273,4
7013,4
8406,1
28109,0
32211,0
30769,2
13676,16
32163,1
21369,21
22555,281
21964,9
17879,2
20849,12406
18738,1
33373,8
21999,52
21520,11
12048,365
1254,6
23506,0
12976,16
34373,3
28789,1
12836,246
3272,2
24282,1
31695,0
15357,2
13702,1
36478,1
22910,65
19230,0
13429,140
18148,0
34057,94
15189,1
16451,1
30704,2
9659,0
22681,229
20268,71
10918,2
31585,1
12638,0
34808,9
7555,6
6785,5
22439,15
22935,565
20110,80
18467,3
14216,62
31201,2
34998,4
20524,2
18760,39
35010,268
12273,0
905,24
32222,4
28360,15
137,0
14181,26
11823,29
30566,0
22040,119
23073,15
12147,5
1942,1
2971,4
25669,4
35337,0
16939,1
33900,1
31745,3
2342,9
4630,5
31278,0
11328,1
28759,0
23179,171
4909,12
7943,2
18369,1
26173,224
24399,413
32835,17
25832,3
1780,2
20538,4
14530,15
17192,2
25714,1
10685,2
8274,4
24691,18
11140,7
21042,154
13513,0
23392,131
8742,0
19087,241
29393,2
17061,3
33651,6
4563,6
9128,1
11443,1
2172,18
30299,108
20342,105
30481,7
7255,6
22968,15
25287,11
36188,1
7877,5
36110,16
16330,3
29777,1
27246,4
24935,6
32595,8
16720,2
6510,1
5811,4
27096,21
16800,16
14396,314
15916,1
14715,14
25160,49
30638,3
30489,0
15428,1
32236,2
21116,46
13024,1
28412,13
7318,2
14395,3
28321,277
34224,1
19578,323
6885,2
33552,5
33662,2
4936,3
7075,0
30583,2
7927,9
5294,11
25223,2
6459,0
34041,4
11412,0
27244,73
6710,1
5149,49
21518,27
34519,16
4917,2
20918,343
20143,133
17622,1
25893,8
8459,0
28358,139
34128,2
20977,0
10768,1
2508,3
32465,0
16580,3
26085,20
33352,6
16508,1
8828,9
7498,70
22297,53
35579,3
17553,0
24541,4
18403,9
12678,23
32645,1
7332,0
24821,7
33067,26
3742,1
7802,4
21086,2
15809,5
10933,1
10936,3
17952,2
23574,10
17920,2
29298,2
7281,13
3347,8
6615,1
19001,62
6004,6
5229,0
18550,3
36464,24
11434,0
6125,7
28893,6
10892,6
14551,11
29792,1
200,2
29024,0
10028,6
9468,6
12328,29
2964,10
18203,2
27694,32
20328,25
25555,14
11663,0
17626,0
14673,4
34872,14
5412,0
18088,3
31108,0
3514,133
22498,0
31761,1
24098,8
14608,8
27823,31
30029,1
34514,6
14522,23
33902,1
21692,255
22465,13
18334,1
9499,10
13367,0
34331,6
18789,3
9579,8
16776,2
9369,1
30031,0
7479,2
7988,20
34571,14
6319,1
26365,1
27402,9
11249,1
31530,1
28996,2
15362,9
27676,3
11679,0
8374,1
16332,3
30829,3
34371,0
33852,2
8631,0
11598,10
19031,43
1220,14
21316,11
23720,20
22804,138
34121,0
21753,2
14183,0
4401,131
36249,0
26354,10
20126,137
10373,31
29458,0
33780,2
6520,5
24028,35
3925,7
7178,1
20023,0
18962,2
23806,12
32541,0
15006,1
12744,3155
9457,11
4718,2
16282,3
5655,1
2121,31
18172,76
31411,1
2614,193
965,779
973,32
30908,1
12205,0
2081,7
17423,3
1579,7
18367,12
2606,229
13478,0
34051,3
32712,1
28028,96
35430,7218
29596,2
1291,13
34310,61
6473,0
20660,75
10857,810
31673,1
25063,1005
23269,11
5883,3
35425,10
20596,11
4543,0
28422,21
6679,0
11887,13
2382,0
25428,2
19600,1
23256,50
3519,2
14967,4
32246,1024
108,67
32810,10
16872,1
25754,28
24521,9
33807,5
13932,2
3046,8
28419,121
13790,6
30215,1
11644,241
29095,2
26648,45
32945,987
35538,9
5383,1
4771,7
3029,5
9711,5
21679,0
29825,1
35065,10
35300,3
27893,18
20026,0
32590,1
19385,776
19727,18
13311,0
18634,3
8593,4
9599,7
18497,4
30805,1
35345,36
21145,39
11289,26
36476,42
27249,11
30085,3
23244,7
11092,26
9407,1
29188,1
24419,32
5362,0
7358,1
33495,10
24183,22
20259,26
5363,2
17137,2
29890,1
8992,2
33515,39
1502,20
7055,25
2793,0
528,29
27810,9
20190,39
8221,2
19656,3
21189,18
11449,2
11409,23
22258,23
11026,24
5278,0
26611,6
3413,77
5956,8
22199,30
13966,105
35571,13
18204,4
10926,23
21389,10
30898,1
22021,9
32292,2
4618,3
34262,10
33661,5
4177,2
13289,0
8376,1
15372,2
26248,53
14054,0
13937,6
8650,7
12617,11
19884,67
6890,9
21321,13
8428,23
15043,1
29788,2
10787,12
22821,60
11237,4
23394,0
35787,3
6083,19
4497,9
23474,63
3499,7
2645,2
23305,243
10138,684
27748,19
11310,40
26160,20
1382,2
25836,10
27284,1
28485,41
7790,7
19349,8
2676,6
4605,9
18143,13
15160,2
16172,8
6631,5
18310,10
24610,17
32167,1
5934,1
15065,60
